1000	-52.721
999	-46.845
998	-42.428
997	-39.949
996	-39.125
995	-39.540
994	-40.753
993	-42.858
992	-45.604
991	-48.621
990	-52.184
989	-56.223
988	-60.581
987	-64.717
986	-67.251
985	-67.731
984	-66.738
983	-63.416
982	-57.219
981	-49.868
980	-42.921
979	-37.933
978	-35.122
977	-33.947
976	-33.978
975	-34.857
974	-36.499
973	-39.274
972	-43.082
971	-47.806
970	-53.388
969	-59.744
968	-66.957
967	-74.278
966	-81.708
965	-88.413
964	-92.828
963	-93.553
962	-90.018
961	-81.368
960	-69.449
959	-54.606
958	-40.086
957	-26.526
956	-16.937
955	-11.876
954	-8.657
953	-6.680
952	-6.109
951	-5.986
950	-6.128
949	-7.278
948	-8.369
947	-9.556
946	-10.549
945	-11.429
944	-12.304
943	-13.126
942	-14.615
941	-17.672
940	-20.442
939	-22.494
938	-24.815
937	-27.681
936	-30.439
935	-33.066
934	-35.924
933	-39.083
932	-42.541
931	-46.530
930	-51.142
929	-56.474
928	-62.582
927	-68.815
926	-73.950
925	-77.806
924	-81.024
923	-84.010
922	-85.982
921	-87.025
920	-87.022
919	-84.414
918	-79.274
917	-71.811
916	-64.463
915	-59.058
914	-56.374
913	-55.402
912	-54.426
911	-52.889
910	-51.284
909	-49.831
908	-49.480
907	-50.814
906	-52.145
905	-53.372
904	-54.405
903	-55.460
902	-57.307
901	-59.942
900	-63.009
899	-66.305
898	-70.341
897	-74.758
896	-78.896
895	-81.790
894	-83.412
893	-84.051
892	-84.265
891	-84.763
890	-85.259
889	-85.662
888	-85.832
887	-85.955
886	-85.822
885	-85.579
884	-85.095
883	-85.247
882	-87.018
881	-90.241
880	-93.685
879	-96.308
878	-99.185
877	-101.530
876	-103.390
875	-105.250
874	-106.290
873	-106.120
872	-105.160
871	-102.610
870	-97.664
869	-90.049
868	-81.522
867	-71.482
866	-57.909
865	-42.413
864	-34.024
863	-28.847
862	-24.989
861	-22.815
860	-20.728
859	-17.784
858	-15.893
857	-15.528
856	-16.198
855	-16.694
854	-17.575
853	-18.810
852	-19.321
851	-19.190
850	-19.115
849	-19.185
848	-19.151
847	-19.035
846	-18.955
845	-19.066
844	-19.335
843	-20.184
842	-22.213
841	-25.419
840	-29.181
839	-32.613
838	-35.726
837	-37.654
836	-39.199
835	-41.229
834	-43.699
833	-46.347
832	-48.589
831	-49.835
830	-50.078
829	-49.013
828	-48.081
827	-48.148
826	-47.888
825	-47.149
824	-45.888
823	-43.732
822	-42.100
821	-41.402
820	-41.336
819	-41.421
818	-42.266
817	-43.855
816	-46.356
815	-49.717
814	-54.641
813	-60.291
812	-65.267
811	-69.245
810	-72.667
809	-75.491
808	-78.322
807	-81.092
806	-83.427
805	-85.246
804	-87.709
803	-90.743
802	-93.523
801	-96.093
800	-98.632
799	-100.550
798	-102.490
797	-103.240
796	-103.520
795	-103.430
794	-100.110
793	-92.967
792	-84.774
791	-75.286
790	-63.783
789	-52.807
788	-42.912
787	-34.013
786	-29.172
785	-26.716
784	-25.006
783	-23.184
782	-21.584
781	-20.820
780	-20.402
779	-20.094
778	-20.369
777	-21.413
776	-22.436
775	-23.414
774	-24.824
773	-26.706
772	-28.497
771	-30.604
770	-33.268
769	-36.171
768	-39.343
767	-42.629
766	-46.396
765	-50.653
764	-54.130
763	-56.978
762	-60.234
761	-64.381
760	-68.450
759	-72.651
758	-76.945
757	-80.661
756	-83.666
755	-86.311
754	-87.629
753	-87.420
752	-87.586
751	-88.470
750	-88.785
749	-88.714
748	-88.773
747	-89.257
746	-89.576
745	-89.121
744	-86.113
743	-80.228
742	-73.648
741	-68.937
740	-66.404
739	-65.575
738	-65.296
737	-64.912
736	-64.337
735	-63.455
734	-62.091
733	-60.247
732	-59.417
731	-59.846
730	-60.799
729	-62.448
728	-64.993
727	-68.564
726	-73.271
725	-79.094
724	-85.661
723	-91.985
722	-96.835
721	-100.520
720	-103.080
719	-104.370
718	-105.070
717	-104.230
716	-100.260
715	-92.250
714	-82.918
713	-73.791
712	-65.503
711	-58.440
710	-54.556
709	-51.960
708	-50.172
707	-49.182
706	-48.134
705	-46.599
704	-45.059
703	-43.482
702	-41.171
701	-38.255
700	-35.045
699	-31.741
698	-28.468
697	-25.793
696	-23.984
695	-23.056
694	-22.570
693	-22.523
692	-22.555
691	-22.648
690	-23.495
689	-25.644
688	-29.376
687	-35.524
686	-41.128
685	-46.097
684	-51.370
683	-56.421
682	-60.660
681	-64.564
680	-68.669
679	-72.589
678	-76.299
677	-79.735
676	-81.611
675	-82.619
674	-83.199
673	-82.737
672	-81.566
671	-80.482
670	-80.940
669	-82.200
668	-83.324
667	-84.637
666	-86.006
665	-87.771
664	-90.993
663	-95.484
662	-99.089
661	-101.540
660	-103.160
659	-102.260
658	-101.130
657	-99.122
656	-97.628
655	-97.680
654	-98.853
653	-100.490
652	-101.450
651	-101.910
650	-102.100
649	-102.510
648	-102.830
647	-103.050
646	-103.120
645	-103.120
644	-103.480
643	-104.570
642	-106.910
641	-110.140
640	-112.470
639	-114.050
638	-115.790
637	-117.480
636	-119.140
635	-120.900
634	-122.620
633	-123.960
632	-125.800
631	-127.320
630	-127.530
629	-126.250
628	-123.740
627	-119.630
626	-114.300
625	-107.640
624	-99.387
623	-89.968
622	-81.105
621	-71.687
620	-61.448
619	-51.459
618	-42.762
617	-36.323
616	-32.216
615	-29.687
614	-28.103
613	-27.063
612	-26.326
611	-26.022
610	-26.807
609	-28.343
608	-30.162
607	-31.676
606	-32.556
605	-32.896
604	-33.329
603	-34.448
602	-35.784
601	-37.017
600	-37.823
599	-38.302
598	-38.272
597	-38.078
596	-38.472
595	-39.365
594	-41.156
593	-43.423
592	-46.504
591	-49.985
590	-53.419
589	-57.161
588	-60.107
587	-62.641
586	-66.163
585	-68.704
584	-70.228
583	-69.999
582	-64.928
581	-53.522
580	-40.329
579	-30.839
578	-22.723
577	-17.886
576	-15.628
575	-15.144
574	-15.006
573	-15.522
572	-18.683
571	-21.257
570	-24.412
569	-30.642
568	-36.380
567	-40.396
566	-44.500
565	-48.762
564	-52.916
563	-56.562
562	-60.258
561	-63.033
560	-64.985
559	-67.255
558	-69.881
557	-72.659
556	-74.502
555	-75.493
554	-77.483
553	-79.614
552	-82.021
551	-84.685
550	-86.774
549	-88.641
548	-90.456
547	-91.811
546	-91.986
545	-91.100
544	-90.473
543	-89.493
542	-88.805
541	-89.332
540	-89.524
539	-89.350
538	-88.870
537	-87.924
536	-85.401
535	-80.788
534	-74.773
533	-66.257
532	-59.143
531	-54.038
530	-50.736
529	-48.331
528	-47.340
527	-46.922
526	-46.341
525	-45.820
524	-45.756
523	-45.691
522	-45.837
521	-46.642
520	-48.041
519	-50.024
518	-51.421
517	-53.213
516	-55.914
515	-58.438
514	-62.097
513	-65.531
512	-67.371
511	-68.705
510	-69.001
509	-68.453
508	-65.955
507	-62.032
506	-57.412
505	-51.826
504	-47.796
503	-44.259
502	-41.930
501	-40.572
500	-39.706
499	-39.516
498	-39.020
497	-38.931
496	-39.536
495	-39.778
494	-39.612
493	-38.204
492	-34.278
491	-31.262
490	-29.680
489	-28.826
488	-28.590
487	-28.791
486	-29.062
485	-29.351
484	-30.576
483	-32.785
482	-35.775
481	-39.629
480	-43.395
479	-48.550
478	-54.349
477	-60.552
476	-67.041
475	-73.104
474	-78.034
473	-81.534
472	-83.811
471	-84.448
470	-85.161
469	-85.031
468	-85.186
467	-85.790
466	-86.083
465	-86.424
464	-87.922
463	-88.828
462	-88.970
461	-89.721
460	-90.403
459	-90.529
458	-91.226
457	-91.914
456	-91.463
455	-91.716
454	-92.143
453	-93.199
452	-94.570
451	-96.240
450	-98.348
449	-99.287
448	-99.644
447	-101.210
446	-103.550
445	-105.070
444	-108.070
443	-110.450
442	-111.360
441	-112.010
440	-113.290
439	-114.090
438	-115.560
437	-119.130
436	-122.380
435	-124.860
434	-126.430
433	-126.960
430	-96.821
430	-95.994
430	-95.148
430	-94.302
429	-93.475
429	-92.647
429	-91.801
429	-90.955
429	-90.128
429	-89.301
429	-88.455
429	-87.609
428	-86.782
428	-85.955
428	-85.109
428	-84.263
428	-83.436
428	-82.590
428	-81.744
428	-80.898
427	-80.071
427	-79.225
427	-78.379
427	-77.551
427	-76.724
427	-75.878
427	-75.032
427	-74.205
426	-73.378
426	-72.532
426	-71.686
426	-70.859
426	-70.032
426	-69.186
426	-68.358
426	-67.512
426	-66.685
426	-65.839
425	-64.993
425	-64.147
425	-63.320
425	-62.474
425	-61.628
425	-60.782
425	-59.936
425	-59.090
425	-58.244
425	-57.398
425	-56.552
424	-55.706
424	-54.860
424	-54.033
424	-53.206
424	-52.379
424	-51.552
423	-50.743
423	-49.935
423	-49.127
423	-48.318
422	-47.510
422	-46.702
422	-45.893
422	-45.085
421	-44.277
421	-43.468
421	-42.641
421	-41.795
421	-40.949
421	-40.122
421	-39.276
421	-38.449
420	-37.603
420	-36.757
420	-35.911
420	-35.065
420	-34.238
420	-33.392
420	-32.564
420	-31.718
420	-30.872
420	-30.045
419	-29.199
419	-28.372
419	-27.545
419	-26.718
419	-25.891
419	-25.082
418	-24.255
418	-23.428
418	-22.601
418	-21.793
417	-20.965
417	-20.138
417	-19.330
417	-18.503
417	-17.676
416	-16.849
416	-16.021
416	-15.194
416	-14.367
416	-13.540
416	-12.694
416	-11.867
415	-11.040
415	-10.212
415	-9.366
415	-8.520
